amt,lat,long,city_pop,merch_lat,merch_long,age,trans_hour,trans_day,trans_month,trans_dayofweek,merchant,category,gender,street,city,state,zip,job,is_fraud
90.75527,44.14494,-87.928055,1208.4775,43.897774,-87.59595,59.0,22.0,12.0,2.0,1.0,"fraud_Stanton, Jakubowski and Baumbach",grocery_pos,F,663 Ramirez Trace Apt. 951,Loami,WI,76445,Accounting technician,1
98.71616,41.297165,-81.03823,332.67337,41.26965,-81.47377,50.0,13.0,20.0,9.0,4.0,fraud_Kub PLC,health_fitness,F,32301 Albert River Suite 364,Hubbell,RI,76445,"Editor, film/video",1
106.70825,35.3815,-86.52791,16415.643,35.29772,-86.495865,19.0,0.0,17.0,8.0,5.0,fraud_Kulas Group,food_dining,M,956 Paul Fields Suite 108,East China,TN,34135,Stage manager,1
82.193146,41.24149,-80.43199,4915.058,41.4224,-80.71264,57.0,3.0,11.0,5.0,0.0,fraud_Dietrich-Fadel,misc_net,F,174 Jennifer Meadow Apt. 467,Bruce,RI,96038,"Solicitor, Scotland",1
105.50632,40.26075,-94.624855,308.91885,40.093567,-95.59834,72.0,23.0,28.0,4.0,1.0,fraud_McCullough LLC,grocery_pos,M,58665 Nicholas Ford Suite 348,Cross,IA,93627,"Social research officer, government",1
77.31082,35.386242,-86.563156,23464.55,35.062443,-86.3019,72.0,22.0,7.0,2.0,3.0,fraud_Thompson-Gleason,misc_net,M,45654 Hess Rest,Syracuse,TN,37663,Estate manager/land agent,1
106.9546,34.180546,-105.994415,4540.943,34.53087,-106.748,48.0,2.0,7.0,8.0,4.0,"fraud_Torp, Muller and Borer",home,M,6602 Ortiz Pine Apt. 179,Denham Springs,NV,75236,"Producer, radio",1
98.33622,35.81383,-79.587875,338.09235,35.362534,-79.53657,56.0,3.0,23.0,11.0,6.0,fraud_Kozey-McDermott,health_fitness,M,5619 Mendoza Inlet,Palermo,NC,38740,Call centre manager,1
91.914536,37.98799,-104.30139,1193.7883,37.866787,-104.62226,50.0,13.0,4.0,10.0,1.0,fraud_Corwin-Collins,shopping_pos,F,9795 Lori Island Suite 346,Laguna Hills,CO,61530,Training and development officer,1
85.557236,43.25657,-117.13453,232972.45,42.779015,-118.543724,52.0,22.0,6.0,2.0,3.0,"fraud_Boehm, Block and Jakubowski",home,F,04975 Allison Shoal,Big Creek,OR,27358,Public librarian,1
82.147026,36.070564,-109.54466,6044.6147,35.90609,-111.30973,37.0,1.0,3.0,11.0,2.0,fraud_Kautzer and Sons,grocery_net,F,3653 Ryan Crossroad,Heart Butte,NM,68638,Rural practice surveyor,1
97.96192,40.23264,-82.55142,6169.536,40.289143,-82.76134,51.0,0.0,10.0,2.0,2.0,"fraud_Schaefer, Maggio and Daugherty",gas_transport,M,72030 Shelton Crossing Apt. 742,Woodville,OH,85201,"Journalist, newspaper",1
78.97731,43.13155,-108.92869,4278.879,43.04051,-108.95666,50.0,22.0,18.0,5.0,5.0,fraud_Stamm-Rodriguez,entertainment,M,0356 Sarah Light,Dalton,WY,1844,Soil scientist,1
81.33393,40.606487,-96.62788,4123.6074,40.808357,-96.70115,56.0,0.0,2.0,11.0,6.0,fraud_Mohr-Bayer,gas_transport,M,95351 Sullivan Viaduct Apt. 239,Fairview,NE,27807,Camera operator,1
97.34296,37.638416,-101.53886,608.3734,36.829884,-98.528625,29.0,15.0,22.0,7.0,1.0,fraud_Hickle Group,gas_transport,F,101 Carla Loop,Shippingport,WA,7060,"Programmer, multimedia",1
79.755806,32.06672,-105.458916,14003965.0,32.245914,-106.1052,55.0,22.0,25.0,4.0,5.0,fraud_Bins-Howell,personal_care,F,854 Walker Dale Suite 488,Des Moines,NV,97383,Research scientist (physical sciences),1
92.70304,30.613167,-93.58978,11646.039,30.007147,-95.21616,79.0,3.0,27.0,6.0,3.0,fraud_Spinka-Welch,shopping_pos,F,3325 Gregory Square,Emmons,TX,8014,Heritage manager,1
90.008675,41.845524,-82.581696,154.77057,41.766346,-82.63534,50.0,3.0,17.0,6.0,3.0,fraud_Medhurst PLC,entertainment,M,0912 Mark Fields Apt. 080,Cressona,RI,52535,"Social research officer, government",1
95.121155,51.717392,-151.8683,214.75975,53.13741,-153.59343,65.0,22.0,28.0,5.0,1.0,fraud_Effertz LLC,kids_pets,M,400 Zuniga Pine,Burbank,KS,62266,Air traffic controller,1
106.36162,44.473026,-74.15428,894.04803,44.537136,-73.13393,31.0,4.0,15.0,6.0,1.0,fraud_Bashirian Group,misc_net,M,13956 Hughes Causeway Suite 124,Diamond,NH,38778,Farm manager,1
97.07542,43.695824,-85.46984,25455.484,43.097042,-85.459854,48.0,22.0,27.0,5.0,2.0,"fraud_Schaefer, Fay and Hilll",shopping_pos,F,914 Nancy Square,Webster City,MI,15686,Armed forces training and education officer,1
81.1944,46.63286,-111.25086,11229.647,46.713356,-112.11187,48.0,23.0,20.0,7.0,6.0,"fraud_Turner, Ruecker and Parisian",travel,M,265 Christian Summit Suite 231,West Hartford,MT,62896,Investment analyst,1
80.42672,42.34489,-71.06757,4367.66,41.97808,-70.41989,43.0,23.0,14.0,3.0,3.0,fraud_Kutch-Wilderman,personal_care,F,212 Mary Stream,Bristow,NH,80005,Museum/gallery exhibitions officer,1
106.60184,39.6387,-76.65331,67099.7,39.419903,-76.92682,57.0,14.0,3.0,2.0,5.0,fraud_Block Group,entertainment,M,838 Dan Haven Suite 003,Montandon,PA,79063,Historic buildings inspector/conservation officer,1
87.23867,35.96735,-91.86708,244.90558,36.03512,-91.66145,57.0,23.0,3.0,5.0,6.0,fraud_Gibson-Deckow,home,M,13299 Patrick Terrace,Monetta,AR,17041,"Engineer, broadcasting (operations)",1
81.06466,31.744928,-89.63975,7908.2793,31.821058,-88.88575,41.0,0.0,4.0,10.0,0.0,fraud_Harris Inc,gas_transport,F,343 Hannah Parkway,Old Hickory,MS,35049,Mechanical engineer,1
97.86537,37.29403,-95.633385,160.32327,37.66359,-95.78693,46.0,3.0,26.0,11.0,1.0,"fraud_Reichert, Shanahan and Hayes",personal_care,M,350 Stacy Glens,Westfir,AR,68859,"Conservation officer, historic buildings",1
78.7446,33.210197,-104.88261,25330.98,33.654736,-105.40375,62.0,14.0,28.0,9.0,6.0,fraud_Eichmann-Kilback,personal_care,F,33010 Ford Harbor Apt. 887,Sterling City,NV,21865,Advertising copywriter,1
102.36324,33.829132,-86.853485,2758.3528,33.973866,-86.579926,54.0,22.0,18.0,6.0,4.0,fraud_Roob LLC,grocery_pos,M,76752 David Lodge Apt. 064,Heidelberg,AL,40209,"Editor, magazine features",1
81.578766,31.088238,-111.65786,10742.753,31.033918,-112.236176,35.0,2.0,13.0,2.0,0.0,"fraud_Stanton, Jakubowski and Baumbach",home,F,2924 Bobby Trafficway,Pecos,AZ,64874,Chief of Staff,1
80.53259,29.854975,-89.4759,6611.504,29.691317,-89.832535,80.0,3.0,19.0,8.0,1.0,fraud_Connelly-Carter,personal_care,M,907 Courtney Via Apt. 896,Greenwich,LA,55001,Cartographer,1
92.24226,43.077404,-87.746544,55151.28,43.83341,-87.46108,18.0,3.0,14.0,10.0,0.0,"fraud_Towne, Greenholt and Koepp",shopping_net,M,240 Tracy Forges,Parsonsfield,WI,37932,Electrical engineer,1
81.761795,36.398415,-92.70231,1310.776,36.4787,-93.17871,63.0,22.0,20.0,10.0,6.0,"fraud_Lubowitz, Terry and Stracke",travel,F,0423 Kirby Field Suite 623,Spencer,AR,58531,"Social research officer, government",1
80.20505,33.68833,-86.82014,7503.741,32.011066,-86.597755,61.0,22.0,26.0,11.0,0.0,fraud_Kozey-Kuhlman,travel,M,838 Dan Haven Suite 003,Redford,AL,73034,Museum/gallery conservator,1
90.02812,44.161354,-73.52016,3285.7588,44.45496,-72.77436,31.0,3.0,20.0,9.0,0.0,fraud_Gottlieb-Hansen,shopping_net,F,892 Solis Neck,Aledo,NH,59448,"Psychologist, sport and exercise",1
94.01363,62.0444,-158.96729,467784.06,64.066986,-159.02638,40.0,23.0,6.0,3.0,4.0,fraud_Dickinson-Rempel,travel,F,298 Kayla Lights,Indianapolis,AR,20895,Teaching laboratory technician,1
88.8477,32.64041,-98.75789,3828.6814,33.272076,-99.312485,50.0,1.0,2.0,5.0,3.0,"fraud_Schroeder, Wolff and Hermiston",food_dining,F,13299 Patrick Terrace,Odessa,TX,15056,"Designer, ceramics/pottery",1
99.33296,44.360126,-73.02882,349.224,43.562687,-71.706116,30.0,23.0,19.0,10.0,4.0,fraud_Doyle Ltd,kids_pets,F,062 Poole Hollow Apt. 815,Heiskell,NH,21913,Trade mark attorney,1
86.075195,44.20083,-73.12973,3200.4365,43.788177,-72.152,54.0,3.0,21.0,11.0,6.0,"fraud_Swaniawski, Lowe and Robel",shopping_pos,F,597 Jenny Ford Apt. 543,Winslow,VT,63353,"Teacher, secondary school",1
88.911,42.892372,-75.347786,836.15924,42.63977,-75.84834,64.0,23.0,30.0,1.0,1.0,fraud_Crona and Sons,food_dining,M,594 White Dale Suite 530,Greenview,NY,37302,Chiropodist,1
82.79336,37.099987,-79.448875,2668.6987,36.662647,-80.68326,41.0,0.0,8.0,2.0,5.0,"fraud_Windler, Goodwin and Kovacek",grocery_net,F,15315 Vaughn Park Suite 356,New Goshen,WV,68723,Charity officer,1
78.05056,38.790695,-103.12991,64318.56,38.638046,-102.64364,55.0,3.0,29.0,4.0,0.0,fraud_Hermann and Sons,gas_transport,M,1049 John Ports Suite 057,Meridian,WA,26041,Systems developer,1
81.77083,45.84396,-93.455055,6188.1597,46.4345,-93.115974,72.0,3.0,26.0,7.0,5.0,fraud_Connelly PLC,gas_transport,M,3325 Gregory Square,Belgrade,MN,31561,"Investment banker, operational",1
99.280495,40.070557,-83.10799,175.35184,40.1607,-83.57965,47.0,1.0,6.0,3.0,6.0,fraud_Sporer Inc,grocery_net,F,658 Diane Glen Apt. 677,Lagrange,OH,82227,Emergency planning/management officer,1
90.24663,39.42321,-85.78386,1770.2616,38.966747,-85.63256,63.0,23.0,11.0,9.0,2.0,fraud_Cruickshank-Mills,home,M,502 Rice Plaza Apt. 979,Stephensport,IN,11763,Animal technologist,1
96.45609,33.081127,-80.981476,24070.715,33.253544,-80.354866,29.0,23.0,30.0,5.0,3.0,fraud_Dooley-Thompson,misc_pos,M,01892 Patricia Vista Apt. 828,Westhampton Beach,SC,55065,Plant breeder/geneticist,1
98.80027,42.602974,-72.05136,12342.373,42.195946,-71.94731,98.0,4.0,17.0,4.0,3.0,fraud_Leannon-Nikolaus,kids_pets,F,5572 Kelly Plains Apt. 952,Chester Heights,NH,69201,Air cabin crew,1
100.09192,31.43107,-88.721054,967.6419,30.774302,-88.46459,53.0,22.0,8.0,12.0,1.0,fraud_Boyer PLC,misc_pos,M,892 Solis Neck,Burrton,MS,91711,Special effects artist,1
95.13386,49.24127,-121.38621,5022.2695,49.05076,-121.651924,64.0,21.0,18.0,3.0,2.0,fraud_Thompson-Gleason,gas_transport,M,868 Brady Mill Apt. 837,Manor,AK,12992,Professor Emeritus,1
97.22767,36.305393,-92.50501,1730.7632,36.800426,-92.969734,60.0,19.0,8.0,11.0,4.0,fraud_Powlowski-Weimann,misc_pos,M,292 Cassidy Oval,Mc Veytown,AR,44233,Chartered accountant,1
83.59166,41.30382,-78.89492,11857.489,41.329967,-78.83255,56.0,1.0,6.0,4.0,1.0,fraud_Boyer-Haley,travel,M,08469 Trujillo Forge,Kenner,PA,28423,"Lecturer, further education",1
80.606186,32.369843,-83.36986,16570.992,32.39422,-82.615616,73.0,12.0,27.0,11.0,3.0,fraud_Schoen-Quigley,kids_pets,F,1007 Colton Forks,Harwood,GA,94619,"Geologist, wellsite",1
80.22786,33.80299,-115.55872,4770.5366,34.425583,-116.67921,52.0,22.0,5.0,10.0,6.0,"fraud_Nicolas, Hills and McGlynn",grocery_net,F,117 Natasha Vista Suite 936,Hudson,CA,14711,Aid worker,1
88.76702,30.786026,-112.64678,15910.828,30.978436,-112.11187,39.0,22.0,28.0,11.0,5.0,fraud_Kerluke Inc,entertainment,F,864 Reynolds Plains,Cord,AZ,64114,"Teacher, primary school",1
102.40382,47.521683,-95.983505,3955.7805,46.857647,-95.3186,53.0,3.0,15.0,4.0,3.0,fraud_Ankunding LLC,grocery_pos,M,9554 Flores Drive,Hooper,ND,1612,Museum/gallery conservator,1
98.15639,46.0946,-64.25372,71.6645,42.631565,-72.11539,84.0,20.0,25.0,6.0,1.0,"fraud_Terry, Johns and Bins",misc_pos,F,27718 Mason Bypass,Cottekill,VT,45879,Health service manager,1
81.10055,38.405037,-108.14261,532.9825,38.77859,-109.00882,61.0,5.0,4.0,7.0,4.0,fraud_Roberts-Beahan,gas_transport,M,9242 Vanessa Ramp Apt. 525,Shippingport,NM,59632,Clinical psychologist,1
96.848816,39.447025,-91.55481,12853.174,39.44371,-92.54129,50.0,13.0,3.0,3.0,1.0,fraud_Dare-Marvin,gas_transport,M,6366 French Field,Moulton,IL,85020,Armed forces technical officer,1
98.266045,42.0373,-72.3243,9245.875,42.190754,-71.62515,44.0,1.0,13.0,4.0,5.0,"fraud_Romaguera, Wehner and Tromp",grocery_net,M,231 Flores Pass Suite 720,Norman,MA,21657,Osteopath,1
97.28379,41.425476,-99.83587,814.858,41.05843,-99.86732,56.0,16.0,9.0,11.0,0.0,fraud_Schoen-Quigley,kids_pets,F,5155 Mary Common Apt. 927,Atglen,SD,75092,Logistics and distribution manager,1
79.41428,43.145405,-79.54638,414227.34,43.967926,-79.77878,28.0,22.0,20.0,2.0,3.0,fraud_Kuphal-Predovic,misc_pos,F,4720 Anna Ways,Lawrence,PA,54154,Charity officer,1
83.290924,47.19628,-98.19355,30691.973,47.00666,-98.84589,61.0,23.0,28.0,7.0,5.0,fraud_Reilly LLC,entertainment,F,7178 Willis Drive,Clarion,ND,28530,Comptroller,1
110.893166,42.57503,-71.948494,562.86426,42.21786,-72.46102,63.0,7.0,15.0,4.0,2.0,fraud_VonRueden Group,misc_net,M,92021 Miranda Meadows,Waynesfield,MA,74131,Hospital pharmacist,1
95.157005,38.79085,-80.35524,6380.8623,38.73887,-80.47768,71.0,23.0,25.0,2.0,0.0,"fraud_Labadie, Treutel and Bode",personal_care,F,231 Flores Pass Suite 720,Kirtland,WV,63867,Telecommunications researcher,1
98.47382,43.1399,-95.45691,2124.4045,43.142944,-95.13062,34.0,1.0,28.0,10.0,1.0,fraud_Smitham-Schiller,health_fitness,F,686 Linda Rest,Angwin,MN,21619,"Nurse, children's",1
80.13151,33.16808,-87.47724,1707.7496,33.117355,-87.99651,24.0,5.0,28.0,2.0,3.0,fraud_Auer-West,kids_pets,M,118 Cabrera Springs Apt. 105,Harper,AL,42171,Armed forces logistics/support/administrative officer,1
95.706535,39.398975,-113.900406,4600.038,39.673107,-114.48384,43.0,22.0,4.0,2.0,0.0,"fraud_Schultz, Simonis and Little",health_fitness,F,8973 Mark Drive,Norwalk,UT,28119,Web designer,1
95.21879,47.41603,-93.63471,4498.4556,46.98341,-93.6213,54.0,22.0,6.0,2.0,3.0,fraud_Auer-West,personal_care,M,542 Howe Mission Apt. 092,Mount Morris,ND,2180,Maintenance engineer,1
88.198166,32.50342,-110.76724,3667.7747,32.297985,-111.60977,79.0,23.0,22.0,9.0,6.0,fraud_Prosacco LLC,food_dining,F,7377 Walton Extensions Apt. 979,Mount Saint Joseph,AZ,82711,"Administrator, education",1
96.587,32.032284,-81.31754,8937.394,31.864008,-80.8148,81.0,20.0,10.0,10.0,6.0,fraud_Kassulke Inc,kids_pets,M,20937 Reed Lakes Apt. 271,Deadwood,GA,7750,"Programme researcher, broadcasting/film/video",1
89.33998,35.462753,-89.493324,4043.3828,34.98686,-88.967255,70.0,23.0,2.0,2.0,5.0,fraud_Gleason and Sons,shopping_net,M,0423 Kirby Field Suite 623,Ashland,AL,56546,Pensions consultant,1
110.76871,40.700733,-78.23862,2301.3691,40.136322,-76.9106,81.0,22.0,5.0,10.0,4.0,fraud_Goyette-Herzog,misc_net,M,950 Dunn Squares,Palmyra,PA,68438,"Administrator, local government",1
96.749535,39.40367,-74.92164,3673.202,39.486378,-75.36362,64.0,23.0,23.0,8.0,6.0,"fraud_Weimann, Kuhic and Beahan",kids_pets,F,09419 Lewis Rapids,West Harrison,NJ,64470,Health service manager,1
98.05242,32.385223,-111.138336,419.63388,32.5497,-112.069145,65.0,3.0,22.0,6.0,1.0,"fraud_Wuckert, Wintheiser and Friesen",misc_pos,F,162 Jessica Row Apt. 072,Helm,AZ,62571,Special effects artist,1
92.06534,32.85598,-82.0466,4469.3584,33.627247,-81.95538,76.0,23.0,23.0,2.0,0.0,"fraud_Medhurst, Cartwright and Ebert",shopping_pos,F,7177 Steven Forges,Port Costa,SC,32960,"Designer, interior/spatial",1
98.70195,41.14951,-71.57633,3126.0635,41.323864,-71.27422,50.0,22.0,20.0,6.0,4.0,fraud_Kilback and Sons,kids_pets,M,250 Carrie Throughway,Noblesville,MA,4680,Chief Operating Officer,1
82.08733,43.044235,-84.50781,42927.684,43.138153,-84.78064,74.0,23.0,29.0,3.0,5.0,"fraud_Schroeder, Hauck and Treutel",grocery_pos,F,2989 Murray Inlet,Lohrville,MI,43903,Animal technologist,1
97.563934,34.70465,-97.029686,52647.91,34.669636,-97.962265,59.0,14.0,19.0,1.0,5.0,fraud_Funk Group,grocery_net,F,89871 Woodard Spring Suite 714,Gretna,OK,11955,Product/process development scientist,1
92.44184,40.67442,-83.46561,23706.176,40.673824,-83.515656,58.0,22.0,25.0,6.0,2.0,"fraud_Heller, Gutmann and Zieme",shopping_pos,M,611 Michael Rue,Bessemer,OH,74720,Musician,1
105.64648,38.90063,-101.1339,792.02985,39.01537,-101.24885,40.0,1.0,19.0,7.0,6.0,fraud_Simonis-Prohaska,grocery_pos,F,00821 Joanna Meadow,Clarinda,WA,46723,"Designer, ceramics/pottery",1
83.51337,48.442196,-114.88449,485.7394,49.245544,-114.46813,69.0,23.0,24.0,3.0,0.0,fraud_Kautzer and Sons,shopping_pos,F,740 Moses Trail Suite 452,Basye,ID,29129,Ceramics designer,1
81.39771,33.861565,-94.98833,198.4893,33.67982,-94.07686,51.0,23.0,13.0,5.0,3.0,fraud_Skiles LLC,travel,F,6139 Mark Rapid Apt. 651,Dell City,WA,90014,"Production assistant, radio",1
96.34881,40.49336,-105.819786,1596.0762,41.593742,-104.56187,74.0,8.0,4.0,11.0,3.0,fraud_Fritsch and Sons,gas_transport,F,543 Mindy Oval,Monetta,WA,51453,Aid worker,1
78.55053,36.072353,-94.30541,10907.499,36.19585,-94.26701,63.0,22.0,18.0,2.0,0.0,fraud_Bernhard-Lesch,health_fitness,F,551 Zachary Freeway,Saint Francis,AR,46346,Control and instrumentation engineer,1
96.34041,45.22644,-87.63555,920.80176,44.872494,-87.69765,59.0,23.0,13.0,9.0,2.0,"fraud_Graham, Hegmann and Hammes",personal_care,F,28925 Powell Mountains Apt. 762,Wales,MI,77412,Advertising account planner,1
80.74331,37.17237,-80.42936,9359.283,37.0992,-80.6259,52.0,23.0,23.0,8.0,6.0,fraud_Roberts-Beahan,travel,M,401 Escobar Port,Grandview,DC,50314,"Scientist, audiological",1
101.25128,45.00339,-74.39239,87.50457,44.701714,-74.37958,61.0,1.0,14.0,2.0,5.0,fraud_Wuckert-Goldner,misc_pos,F,933 Martin Rapids,Paulding,ME,50595,Retail buyer,1
98.44172,44.088905,-74.9734,227.66708,43.8199,-74.918526,65.0,1.0,22.0,2.0,5.0,fraud_Spinka-Welch,health_fitness,F,9443 Cynthia Court Apt. 038,Sebring,VT,31563,"Scientist, audiological",1
107.731125,35.42124,-109.17565,4068.0073,34.9943,-108.8248,41.0,22.0,5.0,6.0,2.0,fraud_Dare-Marvin,food_dining,M,5097 Jodi Vista Suite 811,Smith River,AZ,7439,Child psychotherapist,1
87.15527,39.161728,-96.662384,3087.0984,39.060886,-96.40765,74.0,1.0,27.0,7.0,5.0,fraud_McGlynn-Heathcote,home,M,24809 Cross Creek,Madisonville,KS,6444,Manufacturing engineer,1
81.644196,44.678524,-95.45169,7677.5503,44.474022,-95.74527,39.0,5.0,26.0,2.0,1.0,fraud_Boyer PLC,home,F,941 Adam Stravenue,Riverton,MN,75980,Press photographer,1
89.155106,34.903652,-109.94299,8129.758,35.04007,-109.74167,34.0,1.0,26.0,7.0,4.0,fraud_Hudson-Grady,shopping_net,M,4548 Werner Wells Apt. 441,Gibsonville,NV,6782,Volunteer coordinator,1
98.01431,45.64686,-122.7487,1880.088,45.343384,-123.91277,71.0,7.0,6.0,5.0,3.0,fraud_Turner and Sons,kids_pets,M,0984 Amanda Corners Apt. 297,Rockwood,OR,76366,Counsellor,1
97.28848,39.736427,-74.237076,32469.531,39.75124,-74.4304,39.0,2.0,20.0,4.0,5.0,fraud_Smitham-Schiller,health_fitness,F,7898 Wanda Springs,Riverton,NJ,90250,Clinical research associate,1
79.833824,42.866535,-100.51851,859.26483,43.04992,-100.2314,56.0,22.0,28.0,2.0,1.0,fraud_Bogisich-Weimann,personal_care,M,42933 Ryan Underpass,Luray,SD,19017,Charity officer,1
