amt,lat,long,city_pop,merch_lat,merch_long,age,trans_hour,trans_day,trans_month,trans_dayofweek,merchant,category,gender,street,city,state,zip,job,is_fraud
4.470412,31.808481,-109.26262,6.5482435,31.846067,-108.81223,23.0,22.0,9.0,5.0,5.0,fraud_Fritsch and Sons,entertainment,F,72030 Shelton Crossing Apt. 742,Du Pont,AZ,31605,Human resources officer,1
4.595666,34.63746,-80.16763,6.7941732,34.78736,-79.7945,44.0,22.0,10.0,9.0,1.0,"fraud_Schaefer, Maggio and Daugherty",grocery_net,M,428 Morgan River,Sunflower,NC,58651,Production engineer,1
4.511222,37.641174,-85.40245,5.640815,37.55133,-85.34107,39.0,9.0,22.0,4.0,1.0,fraud_Goyette Inc,food_dining,F,39218 Baker Shoals,Grant,KY,45896,Social researcher,1
4.64657,40.805233,-83.337585,5.419535,40.5565,-82.90198,54.0,23.0,15.0,10.0,3.0,"fraud_Lehner, Mosciski and King",shopping_net,M,7421 Serrano Lane Apt. 580,Brooklin,OH,21790,Chemical engineer,1
4.6266766,38.194534,-80.23446,8.382574,37.871334,-81.00669,69.0,1.0,22.0,7.0,0.0,"fraud_Osinski, Ledner and Leuschke",home,M,4319 Watson Shoals Suite 658,Sturgis,WV,53045,Amenity horticulturist,1
4.367843,44.323017,-109.16283,6.282391,44.47383,-108.95298,60.0,23.0,29.0,2.0,3.0,fraud_Jakubowski Group,grocery_pos,M,4130 Tiffany Glen Apt. 562,Sutherland,WY,33510,"Teacher, early years/pre",1
4.678258,43.698586,-71.55656,7.936914,44.203438,-71.47522,62.0,15.0,12.0,3.0,1.0,fraud_Watsica LLC,grocery_pos,M,616 Jimenez Meadow Apt. 701,Manderson,NH,64058,Child psychotherapist,1
4.417816,41.021564,-78.406525,7.798085,41.125546,-78.52604,47.0,23.0,24.0,11.0,2.0,fraud_Gerhold LLC,travel,F,9443 Cynthia Court Apt. 038,Breesport,RI,50314,Barista,1
4.409975,44.697132,-100.53448,6.493375,45.237183,-100.26662,58.0,12.0,10.0,10.0,3.0,fraud_Dickinson-Rempel,grocery_net,M,324 Donna Ridge Suite 651,Shippingport,SD,14707,Management consultant,1
4.408652,46.71478,-99.429924,6.2551413,47.15661,-98.7255,54.0,22.0,26.0,5.0,1.0,fraud_Pacocha-Bauch,health_fitness,F,87896 Lisa Burgs,Eagarville,MN,16314,Chief of Staff,1
4.5950418,41.949043,-72.53418,6.7948403,42.29247,-73.274,86.0,23.0,2.0,8.0,6.0,"fraud_Terry, Johns and Bins",health_fitness,M,0467 Jerry Pines Apt. 640,Afton,CT,39840,Environmental consultant,1
4.602187,40.70284,-87.40878,10.749242,40.374233,-88.206345,79.0,21.0,21.0,2.0,3.0,"fraud_McCullough, Hudson and Schuster",travel,M,005 Cody Estates,Hampton,IN,7747,"Scientist, clinical (histocompatibility and immunogenetics)",1
4.509429,47.10479,-97.932045,7.713827,47.067707,-97.67215,62.0,22.0,6.0,12.0,6.0,fraud_Kuphal-Bartoletti,food_dining,M,28311 Dennis Trace,Bowdoin,ND,73044,"Accountant, chartered certified",1
4.4164414,42.796482,-73.18242,5.7751536,42.702343,-73.049446,74.0,3.0,26.0,6.0,2.0,fraud_Barton Inc,grocery_net,M,611 Michael Rue,Damascus,VT,71854,"Engineer, automotive",1
4.482442,38.964775,-97.781,7.8595653,38.83846,-97.840996,47.0,3.0,20.0,11.0,2.0,fraud_Thiel PLC,misc_net,F,537 Walker Freeway,Ridgeland,KS,22204,Product designer,1
4.510227,41.822216,-70.459656,9.852249,41.367817,-70.75596,71.0,7.0,11.0,3.0,3.0,"fraud_Yost, Schamberger and Windler",shopping_pos,M,8929 Phillips Corners Suite 259,Huntsville,NH,68859,Psychiatrist,1
4.4370747,35.450356,-80.61847,13.278083,35.505657,-79.86625,31.0,23.0,20.0,3.0,2.0,fraud_Doyle Ltd,entertainment,M,1198 Robert Stravenue Apt. 479,Shrewsbury,SC,49440,Sports administrator,1
4.4239287,48.260075,-112.428825,2.374285,48.19098,-112.06644,82.0,23.0,19.0,3.0,1.0,fraud_Cruickshank-Mills,personal_care,F,880 Andrea Greens Suite 241,Big Indian,MT,44804,Politician's assistant,1
4.5407043,42.03573,-93.8454,8.382641,41.5539,-93.93526,44.0,22.0,3.0,6.0,0.0,"fraud_Wintheiser, Dietrich and Schimmel",entertainment,M,7320 Jennifer Forges,Melville,IA,24986,Regulatory affairs officer,1
4.58304,30.208946,-109.13875,11.485125,29.607092,-109.85054,40.0,23.0,14.0,6.0,4.0,fraud_Block-Parisian,personal_care,M,837 Kimberly Turnpike,Humble,AZ,78113,Rural practice surveyor,1
4.68259,43.418686,-73.85145,11.3986025,44.26263,-74.728,58.0,23.0,4.0,2.0,5.0,fraud_Bins-Howell,shopping_net,M,86542 Jessica Fords Apt. 706,Bronx,VT,36853,Control and instrumentation engineer,1
4.412218,35.670654,-81.15009,11.043404,35.96745,-81.263565,65.0,22.0,17.0,3.0,1.0,fraud_Bernhard-Lesch,travel,F,8206 Harris Extensions Apt. 996,Sutherland,NC,40336,Optometrist,1
4.681437,33.329132,-87.68649,6.886455,33.165634,-87.95646,61.0,13.0,3.0,11.0,0.0,fraud_Heidenreich PLC,home,F,3495 Williams Stream,Turner,AL,50312,Product designer,1
4.495167,34.07895,-96.49312,11.1228895,34.33369,-96.14616,38.0,2.0,20.0,7.0,1.0,"fraud_Kerluke, Kertzmann and Wiza",grocery_pos,F,3256 Brooks Field,Melville,WA,31771,"Nurse, children's",1
4.458369,34.402565,-111.43007,5.7323627,34.614964,-111.939995,60.0,23.0,26.0,10.0,5.0,fraud_Hills-Witting,home,M,5930 Rebecca Bridge Apt. 444,Avera,AZ,38740,"Sales professional, IT",1
4.5903134,37.886078,-129.50783,7.9796133,38.222206,-128.76405,18.0,22.0,29.0,5.0,4.0,"fraud_Hoppe, Harris and Bednar",shopping_net,F,00315 Ashley Valleys,Logan,HI,67545,"Research officer, trade union",1
4.4059877,34.74936,-79.241905,10.10608,34.53585,-79.48037,63.0,3.0,24.0,11.0,6.0,fraud_Pouros-Haag,health_fitness,F,670 Le Meadows Suite 250,Glendale,NC,31567,Race relations officer,1
4.6473613,37.799553,-92.057655,7.1079044,37.61664,-92.228455,52.0,2.0,20.0,10.0,6.0,"fraud_Yost, Schamberger and Windler",misc_pos,F,4215 Miranda Field Suite 326,Bowdoin,MO,63829,"Therapist, drama",1
4.387597,40.72989,-102.12904,6.200398,40.723816,-102.343834,32.0,23.0,22.0,9.0,6.0,"fraud_Watsica, Haag and Considine",kids_pets,F,57256 Raymond Ports,Mountain Park,SD,42701,Community arts worker,1
4.5161395,46.684143,-112.97939,7.2327285,46.41664,-112.80604,66.0,13.0,10.0,4.0,2.0,fraud_Crooks and Sons,food_dining,F,641 Steven Mall Apt. 299,Bridgeport,MT,10018,Firefighter,1
4.6211967,34.800545,-77.74893,7.544287,34.822163,-76.8108,67.0,3.0,29.0,10.0,3.0,"fraud_Osinski, Ledner and Leuschke",travel,F,5537 Jessica Plaza,Harrodsburg,NC,32960,Arboriculturist,1
4.521334,41.946228,-78.942215,8.153721,41.72762,-78.78571,30.0,22.0,12.0,4.0,4.0,"fraud_Romaguera, Cruickshank and Greenholt",home,F,85932 Marc Throughway Apt. 080,North East,RI,13367,"Psychologist, counselling",1
4.4217305,37.81439,-81.1722,6.5836883,37.91354,-81.13155,49.0,18.0,2.0,6.0,1.0,fraud_Friesen-Ortiz,entertainment,M,651 Miller Common,Fiddletown,DC,43767,Event organiser,1
4.439592,44.846615,-95.48406,2.4517977,44.590343,-95.57084,40.0,2.0,20.0,5.0,0.0,"fraud_Konopelski, Schneider and Hartmann",health_fitness,F,1984 Taylor Island Suite 836,Edisto Island,MN,49775,Primary school teacher,1
4.384195,38.218098,-97.6958,8.513264,37.713097,-97.77734,48.0,23.0,11.0,12.0,2.0,fraud_Morissette PLC,kids_pets,M,433 Blake Roads Suite 967,Great Mills,KS,44233,Accounting technician,1
4.633764,36.46689,-80.63787,8.587303,36.72668,-81.48121,72.0,23.0,18.0,8.0,5.0,fraud_Lubowitz-Walter,misc_pos,M,463 Willie Estates,Sixes,DC,16034,Dispensing optician,1
4.4324775,40.383873,-89.84061,7.9170938,40.684746,-90.56376,53.0,23.0,25.0,9.0,2.0,"fraud_Kilback, Nitzsche and Leffler",misc_pos,M,63991 Destiny Rue Apt. 651,Clifton,IL,54654,"Lecturer, higher education",1
4.3821096,29.308424,-81.6682,13.977818,28.828827,-81.51956,57.0,22.0,25.0,5.0,6.0,fraud_Torphy-Kertzmann,entertainment,F,7377 Walton Extensions Apt. 979,Napa,FL,15829,Associate Professor,1
4.689877,43.0873,-94.7284,6.468634,42.76323,-95.09636,26.0,23.0,20.0,11.0,2.0,fraud_Stiedemann Inc,food_dining,F,371 Anthony Trail Suite 354,Marion,IA,14586,Medical physicist,1
4.3937216,37.471775,-77.11916,7.553571,37.462204,-76.433075,59.0,22.0,7.0,5.0,1.0,fraud_Lynch-Mohr,grocery_net,M,0356 Sarah Light,Central,DE,55128,"Conservator, furniture",1
4.6913323,37.654953,-103.88028,12.049785,37.384342,-105.03919,55.0,23.0,26.0,6.0,4.0,"fraud_Kerluke, Kertzmann and Wiza",misc_net,F,386 James Roads Apt. 233,Smiths Grove,CO,73134,Mudlogger,1
4.4056606,42.743534,-99.29224,8.536399,42.79223,-99.58756,38.0,3.0,24.0,5.0,4.0,"fraud_Zemlak, Tillman and Cremin",grocery_net,F,728 Randolph Causeway Suite 894,Ford,SD,62661,"Doctor, hospital",1
4.509576,34.201794,-82.17956,10.42696,33.75157,-82.31956,57.0,22.0,27.0,5.0,4.0,"fraud_Monahan, Hermann and Johns",misc_net,F,9047 Rodriguez Turnpike,Cass,SC,37663,Chief Financial Officer,1
4.510047,38.906925,-131.20966,8.663738,39.0907,-132.16585,49.0,22.0,23.0,4.0,5.0,fraud_Strosin-Cruickshank,shopping_net,F,93970 Trujillo Causeway,Blairstown,HI,87313,Hydrologist,1
4.3923774,38.6259,-121.26791,8.444778,38.795013,-120.471825,49.0,3.0,5.0,5.0,0.0,fraud_Bednar PLC,personal_care,F,0953 David Skyway,Sheffield,CA,49621,Press photographer,1
4.59288,30.046127,-91.26288,11.442963,30.028944,-91.17363,50.0,2.0,12.0,3.0,2.0,fraud_Halvorson Group,grocery_net,M,194 Goodman Fall Apt. 569,Georgetown,LA,32935,Sales executive,1
4.613807,46.49998,-95.09122,5.937801,46.186394,-94.762665,48.0,8.0,16.0,2.0,6.0,fraud_Bauch-Blanda,kids_pets,M,3638 Marsh Union,Darien,MN,37411,Professor Emeritus,1
4.60026,34.77933,-80.87439,8.281444,34.236183,-81.645615,64.0,9.0,17.0,6.0,6.0,"fraud_Schumm, Bauch and Ondricka",health_fitness,M,3896 Gilmore Mill,Irwinton,SC,87116,Civil Service fast streamer,1
4.5659757,34.177288,-91.84242,8.156169,33.94946,-91.582565,35.0,22.0,30.0,2.0,3.0,fraud_Marvin-Lind,health_fitness,M,244 Jeffery Rapids,Norman,AR,20895,Set designer,1
4.5182548,33.828033,-98.556946,8.125912,33.43629,-98.17016,56.0,3.0,21.0,3.0,0.0,fraud_Bashirian Group,shopping_net,M,39631 Dunn Radial,Umatilla,TX,53061,"Nurse, mental health",1
4.38589,35.3945,-78.79762,8.779806,35.661873,-78.604965,71.0,22.0,30.0,6.0,1.0,fraud_Terry-Huel,personal_care,F,222 Freeman Islands,Claypool,NC,14425,"Producer, radio",1
4.4420743,40.752438,-82.90801,7.7133164,41.12533,-83.213295,49.0,3.0,28.0,5.0,1.0,"fraud_Wuckert, Wintheiser and Friesen",travel,F,4319 Watson Shoals Suite 658,San Jose,WV,99921,Herbalist,1
4.6054063,40.60592,-72.21564,8.363482,40.474384,-72.41432,48.0,3.0,3.0,9.0,3.0,fraud_Padberg-Rogahn,gas_transport,F,0467 Jerry Pines Apt. 640,Pomona,MA,39439,Industrial/product designer,1
4.587613,44.99755,-101.29737,7.681975,44.852215,-100.703384,72.0,5.0,2.0,9.0,1.0,fraud_Larson-Moen,grocery_pos,M,6911 Nicholas Keys Apt. 237,Norfolk,ND,39562,Herbalist,1
4.4242563,40.5183,-98.04472,4.1961446,40.442066,-95.47313,70.0,22.0,27.0,11.0,5.0,fraud_Gaylord-Powlowski,misc_pos,M,37732 Joe Courts Apt. 752,Red Cliff,NE,93529,Clinical biochemist,1
4.5815353,37.444073,-106.63152,9.5517845,37.641125,-106.788765,55.0,23.0,24.0,12.0,1.0,"fraud_Hettinger, McCullough and Fay",health_fitness,F,659 Nicole Cove Suite 560,Springfield Gardens,CO,75246,"Engineer, mining",1
4.5098763,42.003372,-74.62288,6.8246417,41.940594,-74.40198,32.0,13.0,6.0,7.0,6.0,"fraud_O'Connell, Botsford and Hand",shopping_pos,F,91542 Marissa Shores Apt. 053,Loami,NY,47515,"Designer, furniture",1
4.6017833,39.225407,-85.53524,8.815547,39.30207,-85.55225,46.0,23.0,25.0,2.0,2.0,fraud_Jaskolski-Vandervort,travel,F,53696 Laura Radial,Tiptonville,IN,28033,Manufacturing engineer,1
4.6155353,40.01873,-79.226204,6.270329,39.94628,-79.024445,51.0,2.0,16.0,4.0,3.0,"fraud_Goyette, Howell and Collier",gas_transport,M,1831 Faith View Suite 653,Conway,DE,14711,Higher education careers adviser,1
4.6150546,41.424877,-75.49141,7.117699,41.646996,-75.48696,33.0,23.0,18.0,8.0,5.0,fraud_Boyer PLC,travel,F,6033 Young Track Suite 804,Diamond,NJ,58765,Horticultural consultant,1
4.4491177,36.71983,-80.230064,8.290771,36.709778,-81.08016,74.0,7.0,20.0,10.0,6.0,fraud_Ullrich Ltd,misc_pos,F,034 Kimberly Mountains,Holliday,NC,21405,Warden/ranger,1
4.595404,41.332493,-96.815025,6.980982,41.868538,-95.70067,60.0,11.0,15.0,11.0,5.0,fraud_Bernhard-Lesch,gas_transport,M,673 Delgado Burg,Port Charlotte,NE,14479,Television floor manager,1
4.7030497,39.85544,-82.87965,7.4353843,39.53796,-83.158104,59.0,6.0,14.0,5.0,3.0,"fraud_Roberts, Daniel and Macejkovic",food_dining,F,057 Martinez Radial,De Queen,OH,61454,Hydrogeologist,1
4.6101975,37.989666,-107.94142,9.833987,37.690224,-108.148056,65.0,1.0,22.0,11.0,6.0,fraud_Hintz-Bruen,health_fitness,F,39631 Dunn Radial,Jordan Valley,CO,61454,Occupational hygienist,1
4.4342427,42.12208,-94.88528,4.92417,41.489162,-94.49117,67.0,4.0,13.0,10.0,6.0,fraud_Brown PLC,gas_transport,F,22084 Smith Roads Suite 776,Tryon,IA,3774,Neurosurgeon,1
4.474228,37.492165,-100.045456,9.3017645,37.642666,-100.298584,69.0,22.0,25.0,2.0,0.0,"fraud_Feil, Hilpert and Koss",shopping_pos,F,622 Robin Run Suite 764,Moores Hill,WA,42273,Special effects artist,1
4.6224766,44.987877,-91.289734,4.7423654,44.986156,-90.55842,24.0,22.0,8.0,4.0,0.0,fraud_Thiel PLC,misc_pos,M,06539 Gregory Mountains Suite 029,Elberta,WI,73669,Call centre manager,1
4.4305706,40.620174,-78.072334,9.83007,41.25668,-77.970116,36.0,2.0,24.0,2.0,0.0,fraud_Wiza LLC,grocery_pos,M,209 Austin Stream Apt. 231,Jones,RI,19007,Theatre manager,1
4.404807,40.321934,-85.24924,10.011438,40.34801,-86.509384,70.0,3.0,21.0,7.0,6.0,fraud_Romaguera and Sons,grocery_net,M,384 Newman Forks Apt. 370,Philadelphia,IN,25106,Learning mentor,1
4.5100155,24.63181,-82.11068,12.948155,25.062712,-81.9084,39.0,23.0,15.0,9.0,2.0,fraud_Mohr Inc,shopping_net,M,56812 Francis Courts,Houston,FL,15458,Learning disability nurse,1
4.528058,46.57125,-117.99318,8.450934,46.612473,-115.164955,34.0,8.0,12.0,3.0,4.0,fraud_Pacocha-O'Reilly,shopping_net,M,8957 Russell Key,Oriskany Falls,AK,31630,"Sales professional, IT",1
4.390247,47.958862,-113.128746,7.1983557,47.56189,-113.040344,40.0,22.0,2.0,3.0,6.0,fraud_Morissette-Schaefer,health_fitness,F,99736 Rose Shoals Apt. 504,Manistique,ID,99033,Research scientist (physical sciences),1
4.370675,40.455532,-108.35182,10.358415,40.09041,-108.52303,76.0,21.0,29.0,2.0,1.0,fraud_Schmidt-Larkin,grocery_pos,F,7377 Walton Extensions Apt. 979,North Wilkesboro,UT,39897,Energy engineer,1
4.4450407,31.141226,-89.63483,10.946051,30.760906,-90.52053,66.0,1.0,16.0,6.0,6.0,fraud_Altenwerth-Kilback,misc_pos,F,6412 Elizabeth Gardens Suite 633,Smiths Grove,MS,50314,"Designer, exhibition/display",1
4.409915,37.697613,-81.4437,8.096158,37.812893,-80.58393,72.0,22.0,23.0,10.0,2.0,fraud_Wuckert-Goldner,personal_care,M,08932 Bonnie Stravenue,San Jose,NC,16214,"Editor, commissioning",1
4.517032,37.38509,-82.12874,9.022054,37.509144,-81.6345,51.0,22.0,26.0,9.0,0.0,fraud_Bailey-Morar,shopping_net,F,83690 Nicholas Ports Apt. 846,Eugene,WV,5654,"Producer, television/film/video",1
4.6057596,37.93527,-79.85779,10.982272,38.26897,-80.35751,51.0,1.0,9.0,7.0,3.0,fraud_Watsica LLC,grocery_net,M,974 Cindy Stream,Kensington,DC,58275,Telecommunications researcher,1
4.3816557,39.48932,-85.36423,8.994664,39.389496,-84.87337,30.0,23.0,10.0,4.0,4.0,"fraud_Berge, Kautzer and Harris",entertainment,M,10376 Bullock Rapid,Preston,IN,56668,Fisheries officer,1
4.4912477,40.115322,-88.20145,11.480403,40.183815,-88.97798,51.0,23.0,23.0,2.0,6.0,"fraud_Cremin, Hamill and Reichel",food_dining,F,9471 Wong Islands,Elizabethtown,IL,48436,"Engineer, petroleum",1
